station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,error_code,message,duration_sec,energy_kwh
STN_005,2024-02-01 13:37:17.749839,SES_002516,238.64,27.21,6.494,29.83,0,Session started,290,0.5231
STN_009,2024-02-29 17:39:57.073650,SES_004787,235.6,33.31,7.848,,0,Session started,326,0.7107
STN_008,2024-01-28 18:15:47.394595,SES_002220,240.11,32.74,7.862,36.21,0,Pilot signal OK,302,0.6595
STN_001,2024-02-16 13:29:07.444472,SES_003688,241.92,30.03,7.266,48.62,0,Pilot signal OK,311,0.6277
STN_008,2024-01-01 13:25:22.511233,SES_000061,236.09,33.88,7.999,30.73,0,Pilot signal OK,275,0.611
STN_002,2024-02-12 18:39:22.836819,SES_003372,243.96,32.33,7.886,40.33,0,Vehicle handshake OK,282,0.6177
STN_005,2024-02-23 07:12:38.606943,SES_004273,241.55,25.94,6.266,31.1,0,Vehicle handshake OK,306,0.5326
STN_001,2024-01-07 12:58:36.435108,SES_000486,239.35,32.12,7.689,36.94,0,Session started,250,0.534
STN_006,2024-01-31 12:14:37.716158,SES_002448,238.16,31.96,7.611,41.65,0,Charging in progress,276,0.5835
STN_006,2024-01-05 19:45:37.763268,SES_000367,237.78,31.96,7.599,40.6,0,Charging complete,269,0.5678
STN_007,2024-02-07 15:14:46.420793,SES_003012,239.21,25.9,6.195,40.94,0,Pilot signal OK,290,0.499
STN_004,2024-01-15 09:02:15.462591,SES_001146,240.7,30.7,7.39,35.96,0,Session started,306,0.6281
STN_004,2024-01-14 08:36:14.093807,SES_001068,240.04,32.68,7.846,37.32,0,Pilot signal OK,318,0.6931
STN_001,2024-02-24 08:05:03.495500,SES_004323,238.83,30.59,7.306,36.94,0,Charging complete,273,0.554
STN_004,2024-02-26 10:12:31.879406,SES_004511,238.68,30.73,7.334,33.6,0,Power delivery stable,290,0.5908
STN_002,2024-01-30 09:53:04.346100,SES_002334,241.17,31.39,7.571,41.66,0,Pilot signal OK,278,0.5846
STN_007,2024-01-09 14:41:05.412535,SES_000690,,27.86,6.536,48.54,0,Charging in progress,320,0.581
STN_006,2024-01-17 10:42:33.578755,SES_001325,237.74,32.27,7.671,35.94,0,Session started,298,0.635
STN_006,2024-02-15 20:30:48.090411,SES_003647,237.25,29.98,7.112,40.28,0,Power delivery stable,359,0.7092
STN_001,2024-02-27 16:20:30.924727,SES_004561,242.99,30.57,7.429,44.31,0,Power delivery stable,290,0.5984
STN_004,2024-02-02 11:19:58.347964,SES_002592,242.73,32.81,7.964,36.92,0,Charging complete,348,0.7699
STN_002,2024-01-21 15:11:19.835543,SES_001612,242.27,30.85,7.474,38.02,0,Charging in progress,320,0.6644
STN_001,2024-01-19 11:08:53.930981,SES_001446,242.21,31.3,7.583,42.55,0,Pilot signal OK,315,0.6635
STN_001,2024-02-10 18:53:40.813760,SES_003203,242.67,32.93,7.992,41.02,0,Charging complete,284,0.6305
STN_010,2024-01-24 06:25:32.555605,SES_001919,240.0,33.84,8.123,39.8,0,Charging complete,239,0.5393
STN_001,2024-01-15 10:17:39.578266,SES_001127,241.56,30.04,7.257,36.94,0,Charging in progress,311,0.6269
STN_002,2024-01-04 21:49:20.976168,SES_000254,242.81,31.94,7.754,40.04,0,Session started,264,0.5686
STN_001,2024-02-12 19:06:25.483588,SES_003367,239.39,31.91,7.64,40.9,0,Charging complete,304,0.6452
STN_008,2024-02-13 10:09:15.949221,SES_003502,242.12,32.21,7.798,30.73,0,Session started,215,0.4657
STN_006,2024-01-05 19:00:32.007201,SES_000364,236.36,29.06,6.868,39.57,0,Power delivery stable,360,0.6868
STN_003,2024-01-08 13:12:00.308799,SES_000583,241.34,35.1,8.471,37.44,0,Charging complete,289,0.68
STN_008,2024-02-18 19:01:35.194630,SES_003901,242.28,33.07,8.012,37.99,0,Power delivery stable,393,0.8746
STN_008,2024-02-24 18:08:19.763473,SES_004378,238.43,34.06,8.121,30.73,0,Vehicle handshake OK,299,0.6745
STN_003,2024-02-26 15:58:48.369849,SES_004499,245.5,34.54,8.48,37.64,0,Charging complete,259,0.6101
STN_003,2024-02-15 16:02:51.309427,SES_003620,245.92,33.38,8.208,37.01,0,Power delivery stable,282,0.643
STN_008,2024-02-07 18:54:02.795868,SES_003023,239.86,33.36,,40.71,0,Session started,253,0.5623
STN_001,2024-01-08 07:08:09.838127,SES_000563,238.62,29.56,7.053,80.19,301,Thermal limit warning,325,0.6367
STN_007,2024-01-24 08:42:40.499094,SES_001890,,28.03,6.666,44.72,0,Session started,331,0.6129
STN_006,2024-02-19 20:04:18.496064,SES_003964,234.09,31.09,7.279,35.94,0,Charging in progress,239,0.4832
STN_002,2024-01-22 19:40:00.310487,SES_001689,245.69,31.06,7.631,42.64,0,Charging complete,329,0.6974
STN_009,2024-02-06 10:29:31.064771,SES_002952,239.14,29.72,7.108,33.33,0,Charging complete,274,0.541
STN_002,2024-02-12 09:42:22.353147,SES_003374,239.9,29.71,7.129,40.28,0,Session started,290,0.5743
STN_004,2024-02-10 09:54:42.953589,SES_003227,238.82,30.0,7.165,35.56,0,Vehicle handshake OK,324,0.6449
STN_004,2024-02-18 16:48:57.604562,SES_003869,244.64,29.6,7.241,33.6,0,Vehicle handshake OK,326,0.6557
STN_006,2024-01-22 09:20:00.868889,SES_001724,241.4,30.07,7.258,41.61,0,Power delivery stable,282,0.5685
STN_006,2024-02-17 10:59:26.875869,SES_003808,238.85,29.76,7.107,39.32,0,Pilot signal OK,336,0.6633
STN_001,2024-02-15 18:26:55.258841,SES_003603,239.36,31.36,7.506,39.65,0,Charging in progress,326,0.6797
STN_008,2024-02-20 15:30:45.370481,SES_004059,239.28,,7.756,30.73,0,Power delivery stable,288,0.6205
STN_003,2024-02-18 21:51:34.735005,SES_003859,244.1,34.34,8.383,33.59,0,Pilot signal OK,308,0.7172
STN_002,2024-01-20 21:41:51.799914,SES_001529,241.27,30.44,7.345,41.49,0,Charging in progress,304,0.6202
STN_006,2024-01-30 16:45:19.946822,SES_002368,236.43,27.76,6.563,35.94,0,Charging in progress,289,0.5269
STN_001,2024-02-29 11:13:15.683776,SES_004725,242.89,59.37,14.42,40.89,201,Current draw exceeded threshold,319,0.6781
STN_007,2024-01-04 06:55:40.791891,SES_000294,237.75,23.64,5.621,41.91,0,Vehicle handshake OK,288,0.4497
STN_010,2024-01-23 19:43:55.089493,SES_001837,239.5,30.66,7.344,43.3,0,Pilot signal OK,301,0.614
STN_006,2024-02-17 08:14:35.935380,SES_003801,235.81,27.54,6.495,38.62,0,Vehicle handshake OK,288,0.5196
STN_001,2024-02-24 19:01:23.045350,SES_004328,241.28,32.16,7.76,42.47,0,Charging in progress,318,0.6855
STN_007,2024-02-05 14:28:28.809940,SES_002850,234.2,30.09,7.048,44.31,0,Pilot signal OK,262,0.5129
STN_002,2024-02-13 07:21:30.695810,SES_003453,246.1,30.9,7.606,41.5,0,Charging in progress,324,0.6845
STN_003,2024-01-29 14:43:51.053693,SES_002264,247.77,32.17,7.97,41.64,0,Charging complete,290,0.642
STN_003,2024-01-29 17:32:51.033800,SES_002257,247.08,33.52,8.283,37.57,0,Vehicle handshake OK,321,0.7386
STN_003,2024-01-27 14:36:51.990257,SES_002102,246.84,0.0,0.0,37.81,401,Communication timeout,305,0.0
STN_006,2024-02-10 17:00:19.388767,SES_003244,237.24,30.95,7.342,35.94,0,Session started,334,0.6812
STN_006,2024-02-07 09:55:43.275653,SES_003003,235.87,28.84,6.803,37.68,0,Power delivery stable,290,0.548
STN_004,2024-02-24 16:01:00.687965,SES_004348,240.28,30.11,7.235,33.6,0,Charging in progress,277,0.5567
STN_002,2024-02-12 19:53:55.090225,SES_003373,244.23,31.8,7.767,38.49,0,Charging complete,322,0.6947
STN_009,2024-01-17 12:16:29.069514,SES_001345,238.03,33.89,8.068,31.55,0,Session started,280,0.6275
STN_010,2024-02-23 10:13:09.535880,SES_004318,238.1,33.39,7.949,38.29,0,Pilot signal OK,275,0.6072
STN_004,2024-01-23 10:23:50.978649,SES_001785,241.33,31.51,7.603,38.6,0,Power delivery stable,321,0.6779
STN_005,2024-01-09 15:27:50.988659,SES_000674,,29.87,7.132,29.83,0,Session started,280,0.5547
STN_002,2024-01-11 08:12:46.225682,SES_000811,246.28,32.89,8.099,38.61,0,Charging in progress,322,0.7244
STN_009,2024-02-23 11:17:34.955710,SES_004311,236.14,34.27,8.093,31.55,0,Charging in progress,301,0.6767
STN_003,2024-02-01 17:47:24.433421,SES_002498,244.74,34.45,8.432,35.3,0,Power delivery stable,351,0.8221
STN_004,2024-01-26 10:03:04.975864,SES_002025,242.05,29.85,7.226,38.36,0,Vehicle handshake OK,287,0.5761
STN_007,2024-02-13 18:39:32.618612,SES_003489,237.41,31.04,,42.88,0,Session started,266,0.5446
STN_004,2024-01-10 15:19:25.377489,SES_000751,,32.39,7.742,44.47,0,Charging complete,316,0.6796
STN_002,2024-01-31 12:01:29.789820,SES_002412,245.11,31.3,7.672,37.72,0,Session started,311,0.6628
STN_002,2024-02-20 10:40:53.041035,SES_004011,247.3,31.2,7.717,35.9,0,Vehicle handshake OK,301,0.6452
STN_003,2024-01-29 14:48:51.053693,SES_002264,244.6,31.44,7.691,39.05,0,Charging complete,280,0.5982
STN_004,2024-01-27 20:21:14.836244,SES_002107,240.43,30.89,7.428,,0,Charging in progress,292,0.6025
STN_005,2024-01-12 19:32:15.023065,SES_000913,243.44,26.53,6.459,,0,Pilot signal OK,264,0.4737
STN_009,2024-01-28 12:23:25.537272,SES_002231,239.05,31.67,7.57,39.82,0,Charging complete,313,0.6582
STN_009,2024-01-06 18:46:25.576917,SES_000467,236.76,34.56,8.182,36.76,0,Vehicle handshake OK,315,0.7159
STN_007,2024-01-05 15:03:17.022135,SES_000373,238.12,31.13,7.413,44.44,0,Pilot signal OK,244,0.5024
STN_010,2024-01-12 13:58:07.209137,SES_000953,243.51,33.19,8.081,40.0,0,Pilot signal OK,301,0.6757
STN_007,2024-02-05 16:19:31.248715,SES_002854,234.96,28.37,6.665,43.66,0,Session started,306,0.5665
STN_007,2024-01-07 13:58:40.769084,SES_000529,236.85,30.47,7.218,39.4,0,Charging complete,302,0.6055
STN_003,2024-01-18 10:13:25.924639,SES_001384,244.87,30.52,7.474,33.59,0,Session started,289,0.6
STN_004,2024-02-14 15:17:38.100770,SES_003552,243.63,30.75,7.491,39.4,0,Charging in progress,262,0.5452
STN_006,2024-02-28 14:15:57.074498,SES_004683,237.32,30.25,7.18,39.43,0,Pilot signal OK,269,0.5365
STN_007,2024-02-01 06:15:45.204881,SES_002531,232.46,29.57,6.874,42.41,0,Pilot signal OK,275,0.5251
STN_008,2024-02-21 20:52:55.963990,SES_004140,238.13,33.16,7.897,32.18,0,Session started,303,0.6647
STN_003,2024-02-04 19:39:32.632145,SES_002740,243.39,33.87,8.244,33.59,0,Pilot signal OK,306,0.7007
STN_004,2024-02-11 19:13:15.967881,SES_003305,243.43,30.34,7.386,43.36,0,Charging in progress,301,0.6176
STN_010,2024-02-14 08:58:38.139315,SES_003598,241.31,29.72,7.172,35.72,0,Vehicle handshake OK,383,0.763
STN_001,2024-02-04 09:52:36.902797,SES_002722,240.08,31.58,0.887,80.19,0,Vehicle handshake OK,320,0.674
STN_007,2024-02-14 07:17:08.756914,SES_003571,235.59,26.71,6.292,41.91,0,Power delivery stable,318,0.5558
STN_008,2024-01-18 18:21:02.871772,SES_001417,237.93,33.95,8.077,32.29,0,Session started,297,0.6664
STN_004,2024-01-27 06:29:08.766975,SES_002108,241.06,30.88,7.445,36.46,0,Charging in progress,301,0.6225
STN_010,2024-02-11 07:11:53.045014,SES_003358,243.24,31.46,7.652,39.01,0,Charging in progress,279,0.593
STN_009,2024-01-12 18:29:24.032757,SES_000949,240.8,31.34,7.546,33.28,0,Power delivery stable,268,0.5618
STN_004,2024-02-27 13:07:37.977573,SES_004586,239.66,30.14,7.223,33.6,0,Power delivery stable,327,0.6561
STN_010,2024-01-14 14:06:00.595214,SES_001120,241.98,31.7,7.67,35.74,0,Charging complete,259,0.5518
STN_001,2024-02-22 14:40:24.436430,SES_004161,242.0,31.78,7.69,38.88,0,Pilot signal OK,329,0.7028
STN_006,2024-02-04 16:59:36.759012,SES_002761,235.65,30.92,7.285,41.28,0,Pilot signal OK,276,0.5585
STN_004,2024-01-09 16:38:51.379581,SES_000671,241.88,30.16,7.295,39.74,0,Power delivery stable,307,0.6221
STN_005,2024-01-21 09:29:18.975257,SES_001636,243.27,30.38,7.39,32.66,0,Charging in progress,340,0.6979
STN_008,2024-02-20 11:49:15.288138,SES_004060,238.28,35.11,8.366,34.31,0,Charging complete,300,0.6972
STN_002,2024-01-30 13:03:03.761990,SES_002330,243.49,31.96,7.781,37.39,0,Pilot signal OK,365,0.7889
STN_007,2024-01-20 16:45:09.876725,SES_001574,236.9,30.94,7.331,44.54,0,Vehicle handshake OK,281,0.5722
STN_001,2024-01-29 20:47:18.522335,SES_002242,245.91,31.46,7.737,,0,Power delivery stable,317,0.6813
STN_010,2024-02-20 07:43:17.512228,SES_004074,237.85,30.62,7.282,35.83,0,Pilot signal OK,290,0.5866
STN_007,2024-01-04 19:29:28.074491,SES_000292,235.54,28.86,6.797,94.36,301,Thermal limit warning,266,0.5022
STN_006,2024-01-20 20:45:48.740612,SES_001564,236.89,31.69,7.508,39.88,0,Pilot signal OK,299,0.6236
STN_004,2024-02-13 19:19:32.882843,SES_003469,244.35,29.35,7.173,35.55,0,Pilot signal OK,335,0.6675
STN_004,2024-02-29 22:02:27.840704,SES_004752,243.86,27.24,6.642,38.78,0,Vehicle handshake OK,355,0.655
STN_010,2024-01-14 15:35:24.154926,SES_001115,240.79,31.02,7.47,35.52,0,Pilot signal OK,286,0.5934
STN_007,2024-02-12 19:08:22.081368,SES_003415,235.86,27.93,6.588,45.45,0,Session started,311,0.5691
STN_003,2024-01-02 14:24:20.160955,SES_000098,246.78,,9.049,35.64,0,Charging complete,243,0.6108
STN_009,2024-01-25 15:45:44.810291,SES_001988,242.31,31.89,7.728,32.83,0,Charging in progress,298,0.6397
STN_010,2024-01-13 11:19:58.805918,SES_001038,,29.16,7.086,40.21,0,Charging in progress,253,0.498
STN_009,2024-02-29 11:02:24.223372,SES_004791,236.41,30.09,7.112,38.44,0,Charging in progress,302,0.5966
STN_008,2024-02-29 11:38:24.691727,SES_004777,239.98,31.23,7.494,31.71,0,Pilot signal OK,265,0.5516
STN_010,2024-02-13 21:51:39.834377,SES_003518,239.97,30.05,7.212,37.19,0,Charging complete,263,0.5269
STN_006,2024-02-23 20:44:42.411175,SES_004288,240.03,27.67,6.642,43.1,0,Session started,336,0.6199
STN_009,2024-01-05 12:52:52.125139,SES_000386,239.36,33.19,7.944,38.03,0,Power delivery stable,290,0.6399
STN_003,2024-01-19 16:37:53.573552,SES_001463,244.47,33.61,8.216,39.11,0,Charging complete,277,0.6322
STN_009,2024-01-13 16:22:25.055675,SES_001029,238.48,30.34,7.235,34.82,0,Charging in progress,249,0.5004
STN_005,2024-01-17 08:56:09.892457,SES_001313,238.66,25.64,6.12,38.2,0,Session started,349,0.5933
STN_006,2024-01-27 20:09:16.086222,SES_002122,238.86,30.34,0.594,80.53,0,Session started,274,0.5515
STN_004,2024-02-29 17:56:59.307613,SES_004746,243.65,31.75,7.735,40.7,0,Charging in progress,304,0.6532
STN_009,2024-02-02 20:17:52.427750,SES_002628,240.76,32.05,7.717,33.13,0,Vehicle handshake OK,318,0.6817
STN_004,2024-01-09 17:27:40.676924,SES_000669,242.81,28.96,7.032,42.34,0,Session started,309,0.6036
STN_002,2024-02-09 17:28:57.393929,SES_003131,244.54,32.81,8.022,39.23,0,Vehicle handshake OK,309,0.6886
STN_009,2024-02-04 18:00:59.784515,SES_002790,235.71,34.31,8.087,40.59,0,Charging complete,280,0.629
STN_005,2024-01-14 20:01:55.467136,SES_001078,241.8,27.55,6.662,35.96,0,Charging complete,349,0.6458
STN_008,2024-01-15 19:08:45.526123,SES_001183,238.43,31.67,7.552,33.17,0,Pilot signal OK,318,0.6671
STN_002,2024-01-03 10:17:25.050026,SES_000171,245.27,30.27,7.423,34.3,0,Charging in progress,285,0.5877
STN_008,2024-01-21 13:10:11.360386,SES_001661,239.15,30.65,,30.73,0,Vehicle handshake OK,295,0.6007
STN_002,2024-01-04 13:25:32.749133,SES_000256,245.33,29.56,7.253,38.44,0,Charging complete,298,0.6004
STN_001,2024-01-02 09:42:06.663121,SES_000081,240.4,31.48,7.568,41.48,0,Vehicle handshake OK,269,0.5655
STN_005,2024-01-02 16:56:50.005880,SES_000118,243.13,28.38,6.901,34.37,0,Charging complete,266,0.5099
STN_007,2024-01-06 15:24:24.983023,SES_000453,238.45,26.67,6.359,39.4,0,Power delivery stable,277,0.4893
STN_001,2024-01-10 21:28:21.538243,SES_000723,244.05,30.9,7.542,45.54,0,Vehicle handshake OK,319,0.6683
STN_009,2024-01-21 18:38:02.931359,SES_001669,240.2,32.03,7.693,35.41,0,Charging in progress,334,0.7137
STN_007,2024-02-01 07:39:20.330545,SES_002535,238.97,30.56,7.302,45.84,0,Pilot signal OK,276,0.5598
STN_005,2024-02-25 20:54:36.887619,SES_004435,239.78,29.72,7.125,36.86,0,Pilot signal OK,278,0.5502
STN_009,2024-02-17 14:36:13.708543,SES_003827,238.11,31.19,7.427,32.58,0,Power delivery stable,256,0.5281
STN_010,2024-02-24 17:22:05.486998,SES_004398,245.6,29.89,,35.71,0,Charging complete,279,0.5689
STN_009,2024-02-09 10:45:59.651825,SES_003192,240.84,32.97,7.939,32.68,0,Vehicle handshake OK,296,0.6528
STN_001,2024-01-21 09:14:41.492139,SES_001603,241.64,31.97,7.726,41.12,0,Vehicle handshake OK,330,0.7082
STN_003,2024-01-02 11:00:29.039905,SES_000097,244.28,32.26,7.88,35.14,0,Session started,389,0.8515
STN_006,2024-02-03 14:49:34.085004,SES_002686,237.92,32.08,7.632,40.18,0,Charging in progress,298,0.6318
STN_007,2024-02-29 14:24:52.976364,SES_004769,238.13,32.3,7.691,42.67,0,Session started,290,0.6196
STN_009,2024-01-14 19:20:47.791267,SES_001112,240.21,34.82,8.364,32.76,0,Vehicle handshake OK,305,0.7086
STN_003,2024-01-11 10:29:11.316458,SES_000820,247.8,31.5,7.805,33.59,0,Charging in progress,340,0.7371
STN_002,2024-01-23 11:31:42.347107,SES_001775,246.14,30.51,7.509,36.7,0,Charging in progress,298,0.6216
STN_003,2024-01-09 13:56:34.829924,SES_000658,242.97,31.11,7.558,41.86,0,Pilot signal OK,307,0.6445
STN_002,2024-02-08 14:53:47.153909,SES_003055,245.98,32.61,8.022,39.65,0,Charging in progress,260,0.5794
STN_010,2024-01-19 18:26:29.216160,SES_001515,239.14,29.19,6.98,39.47,0,Power delivery stable,276,0.5351
STN_009,2024-01-09 14:56:32.227676,SES_000712,234.9,31.47,7.393,36.31,0,Pilot signal OK,339,0.6962
STN_002,2024-01-20 17:11:56.496805,SES_001535,243.91,31.08,7.581,40.68,0,Vehicle handshake OK,292,0.6149
STN_005,2024-02-13 06:53:19.814430,SES_003473,237.84,29.78,7.082,31.77,0,Pilot signal OK,299,0.5882
STN_002,2024-02-15 14:01:55.458475,SES_003612,248.7,32.81,8.159,34.3,0,Session started,297,0.6731
STN_010,2024-01-16 13:12:08.870089,SES_001277,,28.97,7.025,41.13,0,Charging in progress,322,0.6283
STN_004,2024-01-04 16:02:27.047795,SES_000271,243.9,31.67,7.725,39.98,0,Charging in progress,266,0.5708
STN_005,2024-02-10 20:56:16.945598,SES_003234,243.31,28.89,7.028,29.83,0,Session started,332,0.6481
STN_004,2024-02-11 16:22:10.702656,SES_003307,248.24,31.08,7.714,38.63,0,Pilot signal OK,311,0.6664
STN_004,2024-01-08 11:26:05.357100,SES_000591,240.17,32.64,7.84,33.6,0,Vehicle handshake OK,272,0.5924
STN_003,2024-01-04 14:54:44.675287,SES_000263,248.72,36.29,,38.55,0,Charging in progress,316,0.7922
STN_006,2024-02-22 19:55:15.552813,SES_004203,236.8,29.93,7.087,39.97,0,Charging in progress,326,0.6418
STN_008,2024-02-28 20:00:37.065178,SES_004699,242.43,32.07,7.776,35.49,0,Charging in progress,355,0.7668
STN_002,2024-02-12 19:38:55.090225,SES_003373,245.08,32.23,7.9,34.3,0,Session started,286,0.6276
STN_001,2024-01-31 21:42:52.187618,SES_002408,241.95,29.97,7.251,39.03,0,Vehicle handshake OK,315,0.6345
STN_008,2024-02-09 08:17:13.454087,SES_003181,241.86,31.91,7.718,31.9,0,Pilot signal OK,316,0.6775
STN_010,2024-01-13 09:26:52.381701,SES_001039,240.82,31.56,7.601,40.72,0,Power delivery stable,274,0.5785
STN_001,2024-01-28 16:18:34.049763,SES_002164,241.02,29.95,,39.78,0,Charging in progress,313,0.6277
STN_005,2024-02-03 08:03:34.706238,SES_002679,241.3,29.67,7.159,31.22,0,Session started,307,0.6105
STN_010,2024-02-03 15:17:55.257292,SES_002713,238.35,31.25,7.45,34.12,0,Power delivery stable,304,0.6291
STN_003,2024-01-20 17:59:09.428360,SES_001542,245.64,33.12,8.136,40.08,0,Vehicle handshake OK,264,0.5966
STN_009,2024-01-28 20:08:58.460307,SES_002228,239.33,33.34,7.98,36.12,0,Power delivery stable,301,0.6672
STN_005,2024-01-05 13:12:35.909286,SES_000353,242.09,28.19,6.826,29.83,0,Pilot signal OK,301,0.5707
STN_004,2024-01-16 18:40:13.656530,SES_001227,241.18,32.4,7.815,33.6,0,Session started,297,0.6447
STN_008,2024-01-26 09:20:02.691643,SES_002064,238.58,31.09,7.417,33.65,0,Charging complete,317,0.6531
STN_002,2024-02-19 20:46:37.693120,SES_003936,243.78,30.53,7.442,40.86,0,Charging in progress,318,0.6574
STN_008,2024-02-14 13:52:27.875596,SES_003578,239.65,32.07,7.685,37.41,0,Vehicle handshake OK,315,0.6724
STN_005,2024-02-05 18:04:34.439380,SES_002837,239.9,29.24,7.014,29.83,0,Vehicle handshake OK,263,0.5124
STN_003,2024-01-08 13:00:26.743367,SES_000580,244.87,34.96,8.559,39.97,0,Session started,274,0.6514
STN_002,2024-02-13 09:21:35.888562,SES_003452,246.74,33.56,8.28,41.23,0,Session started,297,0.6831
STN_006,2024-01-16 10:43:36.555274,SES_001244,242.71,30.3,7.355,35.94,0,Charging complete,269,0.5496
STN_007,2024-02-23 17:35:49.374844,SES_004293,234.12,28.05,6.568,42.35,0,Charging complete,280,0.5108
STN_006,2024-01-08 14:50:04.460561,SES_000603,,31.6,7.445,40.17,0,Pilot signal OK,317,0.6556
STN_002,2024-01-05 20:53:14.899717,SES_000334,245.69,31.33,7.696,42.97,0,Charging in progress,264,0.5644
STN_007,2024-02-28 16:57:32.884651,SES_004690,239.01,32.57,7.786,48.28,0,Power delivery stable,330,0.7137
STN_001,2024-01-19 11:03:53.930981,SES_001446,241.73,29.87,7.221,42.22,0,Vehicle handshake OK,307,0.6158
STN_008,2024-02-17 06:13:00.065472,SES_003821,239.63,30.88,7.4,32.2,0,Pilot signal OK,283,0.5817
STN_010,2024-02-08 13:41:28.772041,SES_003120,241.23,30.73,7.412,37.44,0,Charging in progress,329,0.6774
STN_002,2024-02-23 21:09:50.649007,SES_004255,244.4,30.54,7.463,38.39,0,Charging in progress,321,0.6655
STN_002,2024-02-06 17:15:26.230001,SES_002891,240.84,31.52,7.592,35.97,0,Charging in progress,299,0.6306
STN_010,2024-02-02 11:21:49.065887,SES_002637,240.79,32.1,7.73,41.81,0,Power delivery stable,310,0.6656
STN_009,2024-01-28 11:35:52.457327,SES_002230,236.45,32.52,7.689,32.95,0,Charging in progress,289,0.6173
STN_003,2024-01-22 13:28:59.237835,SES_001701,239.52,32.28,7.733,37.85,0,Pilot signal OK,277,0.595
STN_006,2024-02-03 10:51:13.253320,SES_002688,238.97,28.97,6.923,43.51,0,Charging in progress,265,0.5096
STN_002,2024-01-11 20:35:21.690415,SES_000813,244.44,32.61,7.971,36.65,0,Vehicle handshake OK,307,0.6797
STN_004,2024-02-08 16:55:57.326755,SES_003071,241.34,,7.11,35.6,0,Charging in progress,270,0.5333
STN_001,2024-01-01 17:28:41.523150,SES_000006,243.13,34.57,8.405,38.37,0,Vehicle handshake OK,277,0.6467
STN_005,2024-01-02 13:41:34.340649,SES_000117,240.04,28.43,6.824,31.04,0,Session started,293,0.5554
STN_006,2024-01-13 11:44:38.165955,SES_001008,240.38,31.83,7.651,42.14,0,Pilot signal OK,302,0.6418
STN_004,2024-01-02 10:30:55.921401,SES_000106,241.48,30.4,7.34,35.16,0,Charging in progress,277,0.5648
STN_004,2024-01-25 11:00:17.043449,SES_001946,243.71,32.8,7.993,33.6,0,Pilot signal OK,283,0.6283
STN_007,2024-02-11 08:27:32.512310,SES_003333,236.97,,7.09,40.81,0,Charging complete,309,0.6086
STN_001,2024-02-09 14:15:15.762472,SES_003126,240.67,31.55,7.592,36.94,0,Charging complete,270,0.5694
STN_010,2024-01-10 08:34:11.756097,SES_000795,243.01,31.22,7.587,37.83,0,Session started,301,0.6344
STN_004,2024-01-30 15:56:47.462504,SES_002349,240.43,30.21,7.262,41.64,0,Charging complete,329,0.6637
STN_003,2024-01-22 09:53:58.485476,SES_001700,246.54,,7.836,33.59,0,Charging complete,259,0.5638
STN_010,2024-01-22 14:08:47.549002,SES_001754,240.69,31.96,7.692,36.89,0,Power delivery stable,341,0.7286
STN_003,2024-02-29 13:56:13.717382,SES_004742,243.56,31.66,7.711,35.28,0,Vehicle handshake OK,335,0.7176
STN_001,2024-01-03 08:28:25.621152,SES_000166,241.58,29.1,7.031,43.54,0,Charging in progress,311,0.6074
STN_005,2024-01-24 08:50:31.683654,SES_001876,241.58,28.62,6.913,31.42,0,Charging complete,339,0.651
STN_006,2024-01-10 16:27:47.651824,SES_000767,239.65,29.93,7.172,44.23,0,Session started,320,0.6375
STN_001,2024-02-13 15:54:58.479145,SES_003448,244.09,30.3,7.395,41.51,0,Power delivery stable,310,0.6368
STN_010,2024-01-08 08:53:17.908446,SES_000637,241.43,29.76,7.186,35.57,0,Vehicle handshake OK,312,0.6228
STN_007,2024-02-03 15:43:59.080300,SES_002694,240.84,31.06,7.479,45.06,0,Pilot signal OK,338,0.7022
STN_004,2024-02-22 10:51:05.518933,SES_004190,238.93,31.12,7.435,37.39,0,Charging complete,350,0.7228
STN_005,2024-02-11 14:22:55.515462,SES_003318,241.14,26.45,6.378,30.83,0,Charging complete,311,0.551
STN_003,2024-02-24 17:05:17.201795,SES_004341,281.27,32.97,9.273,37.97,101,Voltage spike detected,332,0.7571
STN_010,2024-01-16 12:57:08.870089,SES_001277,238.72,30.74,0.662,76.96,0,Session started,314,0.6401
STN_001,2024-02-05 22:13:36.451942,SES_002803,240.58,31.49,7.576,41.41,0,Power delivery stable,297,0.625
STN_008,2024-01-17 14:54:01.576660,SES_001337,239.79,0.0,0.0,,401,Communication timeout,273,0.0
STN_002,2024-01-16 15:47:36.901575,SES_001216,241.7,33.56,8.112,34.3,0,Pilot signal OK,303,0.6828
STN_004,2024-02-12 15:32:48.506585,SES_003389,240.57,30.99,7.455,37.28,0,Vehicle handshake OK,356,0.7372
STN_009,2024-01-03 13:13:44.624420,SES_000225,234.56,34.39,8.066,36.07,0,Charging complete,282,0.6318
STN_009,2024-01-07 16:49:41.752775,SES_000545,239.06,31.29,7.481,31.55,0,Power delivery stable,284,0.5902
STN_006,2024-02-07 09:17:06.948976,SES_003001,237.43,31.99,7.594,42.63,0,Pilot signal OK,331,0.6982
STN_007,2024-01-29 10:25:27.214198,SES_002289,235.98,27.85,6.572,39.4,0,Charging in progress,309,0.5641
STN_009,2024-01-13 17:36:42.643030,SES_001027,242.19,34.02,8.24,,0,Charging complete,309,0.7073
STN_009,2024-02-29 13:35:30.164911,SES_004785,234.82,32.98,7.746,31.55,0,Vehicle handshake OK,274,0.5896
